company,year,listing_date,first_day_return,file_stem,chars,words,n_numbered_items,max_item_number,n_sequence_gaps,sequence_gaps,is_ocr,n_criminal_proceedings,n_regulatory_action,n_customer_concentration,n_supplier_concentration,n_promoter_pledge_narrow,n_promoter_pledge_broad,n_going_concern,n_auditor_qualification,n_contingent_liabilities,n_pending_approvals,n_related_party,n_litigation_general,n_rupee_near_litigation,n_rupee_near_contingent,n_rupee_near_related_party,extraction_status,extraction_family
Manoj Vaibhav Gems 'N' Jewellers Ltd.,2023,2023-10-03,0.0030232558139535,Manoj_Vaibhav_Gems__N__Jewellers_Ltd_,151383,23582,68,69,1,44,True,3,6,0,1,0,0,0,6,7,0,10,4,0,3,0,manual_review_ocr_needed,ocr
JSW Infrastructure Ltd.,2023,2023-10-03,0.3218487394957984,JSW_Infrastructure_Ltd_,172557,26942,71,71,0,,False,0,4,6,0,0,13,0,0,8,0,8,15,0,0,0,ok,ok
Updater Services Ltd.,2023,2023-10-04,-0.0538333333333332,Updater_Services_Ltd_,250791,39089,89,89,0,,False,0,2,4,0,0,1,1,10,5,0,7,13,1,0,0,ok,ok
Valiant Laboratories Ltd.,2023,2023-10-06,0.2075,Valiant_Laboratories_Ltd_,177204,27397,79,79,0,,False,0,4,2,2,0,3,0,0,1,1,7,4,0,0,0,ok,ok
Plaza Wires Ltd.,2023,2023-10-12,0.4857407407407408,Plaza_Wires_Ltd_,159009,24696,73,73,0,,False,0,3,0,1,0,0,0,0,3,1,5,1,0,0,0,ok,ok
IRM Energy Ltd.,2023,2023-10-26,-0.0634653465346535,IRM_Energy_Ltd_,181379,28942,78,78,0,,False,4,5,0,2,0,1,0,0,6,0,7,8,0,4,1,ok,ok
Blue Jet Healthcare Ltd.,2023,2023-11-01,0.1440751445086706,Blue_Jet_Healthcare_Ltd_,151557,23592,65,66,1,16,False,0,9,0,0,0,2,0,0,7,0,4,4,0,3,0,ok,ok
Cello World Ltd.,2023,2023-11-06,0.2220679012345678,Cello_World_Ltd_,141026,21923,61,61,0,,False,0,1,0,0,0,1,0,0,7,0,6,6,0,0,0,ok,ok
Honasa Consumer Ltd.,2023,2023-11-07,0.0405864197530863,Honasa_Consumer_Ltd_,196797,30463,72,72,0,,False,1,0,0,0,0,1,0,6,6,0,6,17,0,0,2,ok,ok
ESAF Small Finance Bank Ltd.,2023,2023-11-10,0.1508333333333333,ESAF_Small_Finance_Bank_Ltd_,270544,42715,89,89,0,,False,5,4,0,0,0,1,0,5,4,1,15,13,15,0,15,ok,ok
Protean eGov Technologies Ltd.,2023,2023-11-13,0.1148989898989899,Protean_eGov_Technologies_Ltd_,180584,27999,74,79,5,"11,12,14,26,31",False,0,2,0,0,0,0,0,0,5,0,8,5,0,1,0,ok,ok
ASK Automotive Ltd.,2023,2023-11-15,0.0999999999999999,ASK_Automotive_Ltd_,213077,33353,83,83,0,,False,5,2,12,1,0,2,0,0,9,0,6,11,0,3,1,ok,ok
Indian Renewable Energy Development Agency Ltd.,2023,2023-11-29,0.8746875000000001,Indian_Renewable_Energy_Development_Agency_Ltd_,199132,31240,89,89,0,,False,2,5,0,0,0,3,1,12,11,0,4,8,29,8,0,ok,ok
Fedbank Financial Services Ltd.,2023,2023-11-30,0.0,Fedbank_Financial_Services_Ltd_,254865,39890,85,85,0,,False,1,24,0,0,0,1,0,3,9,0,9,14,15,0,0,ok,ok
Gandhar Oil Refinery (India) Ltd.,2023,2023-11-30,0.7840236686390533,Gandhar_Oil_Refinery__India__Ltd_,201264,31517,70,70,0,,False,10,16,0,3,0,3,0,0,11,0,11,14,4,1,0,ok,ok
Tata Technologies Ltd.,2023,2023-11-30,1.6285,Tata_Technologies_Ltd_,197942,30384,66,66,0,,False,1,3,0,0,0,1,0,0,7,0,5,10,2,0,0,ok,ok
Flair Writing Industries Ltd.,2023,2023-12-01,0.4891447368421052,Flair_Writing_Industries_Ltd_,196343,30486,76,76,0,,False,0,2,0,3,0,1,0,0,10,0,4,3,0,2,2,ok,ok
